Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,code for the following,NP,chunk,Generate <language> : The code reads in a value from the command line and adds 1000 to it.,Generate Python : The code reads in a value from the command line and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,code,NP,minimal,Generate <language> for the following: The reads in a value from the command line and adds 1000 to it.,Generate Python for the following: The reads in a value from the command line and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,for the following,PP,chunk,Generate <language> code : The code reads in a value from the command line and adds 1000 to it.,Generate Python code : The code reads in a value from the command line and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,the following,NP,minimal,Generate <language> code for : The code reads in a value from the command line and adds 1000 to it.,Generate Python code for : The code reads in a value from the command line and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,The code,NP,minimal,Generate <language> code for the following:  reads in a value from the command line and adds 1000 to it.,Generate Python code for the following:  reads in a value from the command line and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,in a value from the command line,PP,chunk,Generate <language> code for the following: The code reads and adds 1000 to it.,Generate Python code for the following: The code reads and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,a value from the command line,NP,chunk,Generate <language> code for the following: The code reads in and adds 1000 to it.,Generate Python code for the following: The code reads in and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,a value,NP,minimal,Generate <language> code for the following: The code reads in from the command line and adds 1000 to it.,Generate Python code for the following: The code reads in from the command line and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,from the command line,PP,chunk,Generate <language> code for the following: The code reads in a value and adds 1000 to it.,Generate Python code for the following: The code reads in a value and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,the command line,NP,minimal,Generate <language> code for the following: The code reads in a value from and adds 1000 to it.,Generate Python code for the following: The code reads in a value from and adds 1000 to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,adds 1000 to it,VP,chunk,Generate <language> code for the following: The code reads in a value from the command line and .,Generate Python code for the following: The code reads in a value from the command line and .
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,1000,NP,minimal,Generate <language> code for the following: The code reads in a value from the command line and adds to it.,Generate Python code for the following: The code reads in a value from the command line and adds to it.
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,to it,PP,chunk,Generate <language> code for the following: The code reads in a value from the command line and adds 1000 .,Generate Python code for the following: The code reads in a value from the command line and adds 1000 .
0,Generate <language> code for the following:  The code reads in a value from the command line and adds 1000 to it.,it,NP,minimal,Generate <language> code for the following: The code reads in a value from the command line and adds 1000 to .,Generate Python code for the following: The code reads in a value from the command line and adds 1000 to .
